employee_id,business_unit_id,name,role_level,hire_date,termination_date,manager_id,location
EMP-0723,BU-01,Morgan Walker,L2,2022-09-16,2024-11-19,MGR-BU-01-08,Amsterdam
EMP-0724,BU-01,Taylor Walker,L3,2022-08-15,2024-12-08,MGR-BU-01-14,Sydney
EMP-0725,BU-01,Casey Walker,L2,2019-04-25,,MGR-BU-01-11,Dublin
EMP-0726,BU-01,Riley Walker,L3,2023-05-26,2024-12-15,MGR-BU-01-05,Tokyo
EMP-0727,BU-01,Avery Walker,L3,2019-12-01,,MGR-BU-01-17,Sydney
EMP-0728,BU-01,Quinn Walker,L3,2019-09-19,2024-11-15,MGR-BU-01-08,Amsterdam
EMP-0729,BU-01,Skylar Walker,L2,2022-02-26,2025-01-06,MGR-BU-01-20,Toronto
EMP-0730,BU-01,Peyton Walker,L1,2021-08-12,2024-04-23,MGR-BU-01-12,Singapore
EMP-0731,BU-01,Drew Walker,L3,2020-09-18,2024-06-29,MGR-BU-01-07,Amsterdam
EMP-0732,BU-01,Reese Walker,L1,2019-06-19,2024-06-06,MGR-BU-01-04,Singapore
EMP-0733,BU-01,Blake Walker,L1,2022-10-08,2025-02-12,MGR-BU-01-14,Frankfurt
EMP-0734,BU-01,Cameron Walker,L2,2021-06-29,2024-04-11,MGR-BU-01-12,Amsterdam
EMP-0735,BU-01,Logan Walker,L5,2022-07-18,2024-11-04,MGR-BU-01-09,Amsterdam
EMP-0736,BU-01,Harper Walker,L1,2020-07-20,2024-07-14,MGR-BU-01-14,Dublin
EMP-0737,BU-01,Emerson Walker,L3,2019-02-16,2025-03-14,MGR-BU-01-20,New York
EMP-0738,BU-01,Finley Walker,L4,2022-08-04,2024-09-17,MGR-BU-01-05,Sydney
EMP-0739,BU-01,Rowan Walker,L2,2023-02-21,2024-12-25,MGR-BU-01-05,Sydney
EMP-0740,BU-01,Sasha Walker,L3,2022-10-18,2024-09-16,MGR-BU-01-17,Chicago
EMP-0741,BU-01,Dakota Walker,L2,2019-03-25,2024-11-21,MGR-BU-01-13,Sydney
EMP-0742,BU-01,Jamie Walker,L4,2020-11-07,2024-08-14,MGR-BU-01-01,Chicago
EMP-0743,BU-01,Kendall Walker,L2,2021-03-04,2024-09-05,MGR-BU-01-09,Amsterdam
EMP-0744,BU-01,Lee Walker,L2,2021-12-30,2024-06-16,MGR-BU-01-12,Sydney
EMP-0745,BU-01,Micah Walker,L2,2023-05-26,2024-04-24,MGR-BU-01-16,Toronto
EMP-0746,BU-01,Noel Walker,L4,2022-06-09,2024-02-07,MGR-BU-01-09,Frankfurt
EMP-0747,BU-01,Parker Walker,L4,2022-03-26,,MGR-BU-01-06,Tokyo
EMP-0748,BU-01,Robin Walker,L2,2020-08-13,2024-09-16,MGR-BU-01-04,Amsterdam
EMP-0749,BU-01,Sam Walker,L2,2021-07-31,2024-04-03,MGR-BU-01-14,Sydney
EMP-0750,BU-01,Tatum Walker,L1,2022-03-31,2024-06-18,MGR-BU-01-09,Frankfurt
EMP-0751,BU-01,Uma Walker,L2,2019-10-16,,MGR-BU-01-03,Toronto
EMP-0752,BU-01,Val Walker,L5,2021-02-09,,MGR-BU-01-05,New York
EMP-0753,BU-01,Wren Walker,L2,2020-10-20,2024-12-30,MGR-BU-01-01,New York
EMP-0754,BU-01,Xander Walker,L1,2021-09-12,,MGR-BU-01-05,Dublin
EMP-0755,BU-01,Yael Walker,L2,2023-03-10,2024-06-18,MGR-BU-01-06,Chicago
EMP-0756,BU-01,Zara Walker,L1,2021-03-16,2024-10-10,MGR-BU-01-01,London
EMP-0757,BU-01,Ash Walker,L3,2023-04-24,,MGR-BU-01-07,Chicago
EMP-0758,BU-01,Bay Walker,L2,2021-02-24,2024-09-18,MGR-BU-01-09,New York
EMP-0759,BU-01,Cedar Walker,L1,2021-06-01,,MGR-BU-01-19,Amsterdam
EMP-0760,BU-01,Devon Walker,L5,2022-11-02,2024-05-17,MGR-BU-01-03,Sydney
EMP-0761,BU-01,Alex Allen,L5,2020-09-09,2024-11-11,MGR-BU-01-13,Amsterdam
EMP-0762,BU-01,Jordan Allen,L2,2021-11-22,2024-05-03,MGR-BU-01-20,Dublin
EMP-0763,BU-01,Morgan Allen,L2,2022-02-19,2023-05-15,MGR-BU-01-09,Frankfurt
EMP-0764,BU-01,Taylor Allen,L5,2022-04-18,2025-03-05,MGR-BU-01-03,Frankfurt
EMP-0765,BU-01,Casey Allen,L3,2021-12-15,,MGR-BU-01-06,Tokyo
EMP-0766,BU-01,Riley Allen,L5,2023-06-26,2024-11-02,MGR-BU-01-08,Sydney
EMP-0767,BU-01,Avery Allen,L1,2020-05-29,2024-11-09,MGR-BU-01-11,Sydney
EMP-0768,BU-01,Quinn Allen,L2,2023-01-12,,MGR-BU-01-14,Chicago
EMP-0769,BU-01,Skylar Allen,L4,2022-02-19,2023-10-28,MGR-BU-01-05,Dublin
EMP-0770,BU-01,Peyton Allen,L5,2022-06-08,2024-04-13,MGR-BU-01-15,Sydney
EMP-0771,BU-01,Drew Allen,L3,2019-08-10,2024-04-03,MGR-BU-01-04,Toronto
EMP-0772,BU-01,Reese Allen,L3,2023-06-21,,MGR-BU-01-06,Toronto
EMP-0773,BU-01,Blake Allen,L2,2020-12-17,2024-08-28,MGR-BU-01-07,Toronto
EMP-0774,BU-01,Cameron Allen,L2,2021-04-24,,MGR-BU-01-12,Tokyo
EMP-0775,BU-01,Logan Allen,L3,2020-05-06,2024-10-22,MGR-BU-01-18,Amsterdam
EMP-0776,BU-01,Harper Allen,L1,2020-04-01,2024-02-13,MGR-BU-01-07,Tokyo
EMP-0777,BU-01,Emerson Allen,L5,2022-05-05,2023-09-27,MGR-BU-01-01,Dublin
EMP-0778,BU-01,Finley Allen,L1,2023-02-18,2024-06-20,MGR-BU-01-17,Toronto
EMP-0779,BU-01,Rowan Allen,L2,2020-03-21,2024-07-13,MGR-BU-01-09,Sydney
EMP-0780,BU-01,Sasha Allen,L4,2023-08-28,2025-01-16,MGR-BU-01-20,Tokyo
EMP-0781,BU-01,Dakota Allen,L1,2023-04-24,2024-05-26,MGR-BU-01-16,Frankfurt
EMP-0782,BU-01,Jamie Allen,L3,2019-06-02,,MGR-BU-01-04,Chicago
EMP-0783,BU-01,Kendall Allen,L1,2023-01-04,2024-12-07,MGR-BU-01-07,Singapore
EMP-0784,BU-01,Lee Allen,L4,2021-06-20,2023-04-25,MGR-BU-01-14,Tokyo
EMP-0785,BU-01,Micah Allen,L3,2023-04-12,2025-02-26,MGR-BU-01-03,Singapore
EMP-0786,BU-01,Noel Allen,L2,2021-03-05,2024-03-11,MGR-BU-01-17,Singapore
EMP-0787,BU-01,Parker Allen,L1,2021-01-11,2024-05-28,MGR-BU-01-06,Frankfurt
EMP-0788,BU-01,Robin Allen,L1,2022-10-22,,MGR-BU-01-14,Singapore
EMP-0789,BU-01,Sam Allen,L4,2019-04-25,2024-03-11,MGR-BU-01-11,London
EMP-0790,BU-01,Tatum Allen,L3,2020-08-25,,MGR-BU-01-05,Amsterdam
EMP-0791,BU-01,Uma Allen,L3,2019-08-07,2024-11-09,MGR-BU-01-17,Singapore
EMP-0792,BU-01,Val Allen,L3,2023-04-14,2024-12-27,MGR-BU-01-04,New York
EMP-0793,BU-01,Wren Allen,L1,2022-08-11,2024-12-28,MGR-BU-01-20,Sydney
EMP-0794,BU-01,Xander Allen,L3,2022-07-18,2023-01-26,MGR-BU-01-13,Amsterdam
EMP-0795,BU-01,Yael Allen,L2,2019-11-08,2025-03-04,MGR-BU-01-19,Sydney
EMP-0796,BU-01,Zara Allen,L2,2021-01-30,2025-02-10,MGR-BU-01-17,Toronto
EMP-0797,BU-01,Ash Allen,L5,2022-10-04,2024-01-23,MGR-BU-01-16,New York
EMP-0798,BU-01,Bay Allen,L3,2020-10-24,,MGR-BU-01-17,Frankfurt
EMP-0799,BU-01,Cedar Allen,L1,2022-06-03,2024-01-30,MGR-BU-01-15,Chicago
EMP-0800,BU-01,Devon Allen,L1,2021-10-29,2023-03-23,MGR-BU-01-12,Chicago
EMP-0801,BU-01,Alex Young,L2,2020-02-26,2024-04-29,MGR-BU-01-16,Chicago
EMP-0802,BU-01,Jordan Young,L3,2021-06-08,2025-02-18,MGR-BU-01-16,Sydney
EMP-0803,BU-01,Morgan Young,L5,2019-08-05,2024-07-11,MGR-BU-01-15,Singapore
EMP-0804,BU-01,Taylor Young,L2,2020-12-27,2024-01-21,MGR-BU-01-07,Chicago
EMP-0805,BU-01,Casey Young,L2,2022-02-02,2024-08-22,MGR-BU-01-15,London
EMP-0806,BU-01,Riley Young,L2,2021-01-16,,MGR-BU-01-09,London
EMP-0807,BU-01,Avery Young,L4,2021-11-27,,MGR-BU-01-06,New York
EMP-0808,BU-01,Quinn Young,L4,2020-09-17,2024-11-06,MGR-BU-01-08,Chicago
EMP-0809,BU-01,Skylar Young,L2,2023-01-06,2023-11-30,MGR-BU-01-06,London
EMP-0810,BU-01,Peyton Young,L3,2023-02-22,2025-03-25,MGR-BU-01-15,Tokyo
EMP-0811,BU-01,Drew Young,L1,2023-09-25,,MGR-BU-01-12,Toronto
EMP-0812,BU-01,Reese Young,L5,2021-12-14,2025-02-21,MGR-BU-01-14,Amsterdam
EMP-0813,BU-01,Blake Young,L3,2021-08-18,2024-09-09,MGR-BU-01-05,Tokyo
EMP-0814,BU-01,Cameron Young,L3,2022-10-01,2023-10-21,MGR-BU-01-14,Tokyo
EMP-0815,BU-01,Logan Young,L4,2020-01-03,,MGR-BU-01-05,Frankfurt
EMP-0816,BU-01,Harper Young,L4,2022-03-11,2023-11-18,MGR-BU-01-13,Toronto
EMP-0817,BU-01,Emerson Young,L3,2019-08-25,2024-11-10,MGR-BU-01-10,London
EMP-0818,BU-01,Finley Young,L2,2019-10-01,2024-05-26,MGR-BU-01-05,Singapore
EMP-0819,BU-01,Rowan Young,L2,2021-09-28,2023-05-24,MGR-BU-01-09,London
EMP-0820,BU-01,Sasha Young,L2,2022-03-28,2025-02-16,MGR-BU-01-08,Tokyo
EMP-0821,BU-01,Dakota Young,L3,2020-08-30,2024-08-28,MGR-BU-01-04,New York
EMP-0822,BU-01,Jamie Young,L5,2022-04-02,2024-09-11,MGR-BU-01-01,New York
EMP-0823,BU-01,Kendall Young,L4,2021-03-12,2025-01-22,MGR-BU-01-15,New York
EMP-0824,BU-01,Lee Young,L3,2020-08-18,2025-02-25,MGR-BU-01-07,New York
EMP-0825,BU-01,Micah Young,L2,2020-01-31,2024-11-08,MGR-BU-01-06,Singapore
EMP-0826,BU-01,Noel Young,L4,2022-07-27,2024-05-12,MGR-BU-01-14,Dublin
EMP-0827,BU-01,Parker Young,L2,2021-03-11,2025-01-02,MGR-BU-01-07,Frankfurt
EMP-0828,BU-01,Robin Young,L5,2020-03-19,2024-09-13,MGR-BU-01-11,Chicago
EMP-0829,BU-01,Sam Young,L4,2022-12-13,2025-02-13,MGR-BU-01-19,Chicago
EMP-0830,BU-01,Tatum Young,L1,2023-02-21,2024-03-13,MGR-BU-01-10,Singapore
EMP-0831,BU-01,Uma Young,L2,2023-05-12,,MGR-BU-01-13,Singapore
EMP-0832,BU-01,Val Young,L5,2022-12-13,2024-05-28,MGR-BU-01-05,London
EMP-0833,BU-01,Wren Young,L4,2019-03-14,2024-04-20,MGR-BU-01-06,Toronto
EMP-0834,BU-01,Xander Young,L2,2020-07-18,2024-04-22,MGR-BU-01-15,Toronto
EMP-0835,BU-01,Yael Young,L5,2022-11-14,2024-09-07,MGR-BU-01-06,Chicago
EMP-0836,BU-01,Zara Young,L3,2020-07-09,,MGR-BU-01-06,Sydney
EMP-0837,BU-01,Ash Young,L3,2023-01-31,2023-05-03,MGR-BU-01-10,London
EMP-0838,BU-01,Bay Young,L2,2020-02-19,2024-05-29,MGR-BU-01-14,Tokyo
EMP-0839,BU-01,Cedar Young,L2,2020-08-30,2024-07-09,MGR-BU-01-04,Dublin
EMP-0840,BU-01,Devon Young,L2,2022-03-08,,MGR-BU-01-02,London
EMP-0841,BU-01,Alex King,L3,2022-11-03,2024-12-05,MGR-BU-01-06,London
EMP-0842,BU-01,Jordan King,L5,2020-06-25,2024-11-14,MGR-BU-01-03,Frankfurt
EMP-0843,BU-01,Morgan King,L1,2019-06-23,2024-01-30,MGR-BU-01-14,New York
EMP-0844,BU-01,Taylor King,L4,2020-04-30,2024-07-09,MGR-BU-01-12,Dublin
EMP-0845,BU-01,Casey King,L4,2023-06-27,2024-10-22,MGR-BU-01-01,Chicago
EMP-0846,BU-01,Riley King,L1,2022-04-25,2024-04-06,MGR-BU-01-10,Tokyo
EMP-0847,BU-01,Avery King,L4,2023-06-15,2024-04-26,MGR-BU-01-09,Toronto
EMP-0848,BU-01,Quinn King,L3,2020-04-06,2024-04-13,MGR-BU-01-03,Dublin
EMP-0849,BU-01,Skylar King,L1,2022-05-08,,MGR-BU-01-04,London
EMP-0850,BU-01,Peyton King,L1,2022-08-15,2023-05-24,MGR-BU-01-08,Chicago
EMP-0851,BU-01,Drew King,L1,2021-06-18,2024-06-07,MGR-BU-01-07,Dublin
EMP-0852,BU-01,Reese King,L2,2020-01-14,2024-04-21,MGR-BU-01-19,Amsterdam
EMP-0853,BU-01,Blake King,L1,2023-03-09,2025-03-24,MGR-BU-01-20,New York
EMP-0854,BU-01,Cameron King,L3,2020-05-11,,MGR-BU-01-02,Toronto
EMP-0855,BU-01,Logan King,L1,2023-04-20,2024-06-24,MGR-BU-01-11,New York
EMP-0856,BU-01,Harper King,L5,2020-11-19,2025-01-18,MGR-BU-01-14,Toronto
EMP-0857,BU-01,Emerson King,L5,2022-12-06,,MGR-BU-01-15,Frankfurt
EMP-0858,BU-01,Finley King,L1,2020-07-14,,MGR-BU-01-03,Dublin
EMP-0859,BU-01,Rowan King,L1,2022-01-09,2024-12-25,MGR-BU-01-01,Sydney
EMP-0860,BU-01,Sasha King,L2,2020-10-14,,MGR-BU-01-19,Dublin
EMP-0861,BU-01,Dakota King,L1,2021-06-03,,MGR-BU-01-01,New York
EMP-0862,BU-01,Jamie King,L3,2023-05-17,2025-03-27,MGR-BU-01-03,Dublin
EMP-0863,BU-01,Kendall King,L2,2023-01-28,2024-05-23,MGR-BU-01-06,London
EMP-0864,BU-01,Lee King,L3,2023-08-18,2024-11-08,MGR-BU-01-10,Toronto
EMP-0865,BU-01,Micah King,L2,2020-09-04,2024-06-18,MGR-BU-01-06,Sydney
EMP-0866,BU-01,Noel King,L1,2021-01-02,,MGR-BU-01-02,Sydney
EMP-0867,BU-01,Parker King,L5,2021-03-16,2025-03-06,MGR-BU-01-16,Dublin
EMP-0868,BU-01,Robin King,L3,2019-05-27,,MGR-BU-01-11,Tokyo
EMP-0869,BU-01,Sam King,L1,2021-10-11,2024-03-06,MGR-BU-01-05,New York
EMP-0870,BU-01,Tatum King,L1,2023-03-28,2024-06-16,MGR-BU-01-13,Chicago
EMP-0871,BU-01,Uma King,L4,2020-06-04,2024-06-03,MGR-BU-01-20,Sydney
EMP-0872,BU-01,Val King,L3,2023-01-22,2024-12-02,MGR-BU-01-06,Chicago
EMP-0873,BU-01,Wren King,L2,2023-09-11,2024-02-21,MGR-BU-01-02,Chicago
EMP-0874,BU-01,Xander King,L4,2022-06-15,2025-01-30,MGR-BU-01-01,Amsterdam
EMP-0875,BU-01,Yael King,L1,2020-06-14,2024-07-15,MGR-BU-01-16,Dublin
EMP-0876,BU-01,Zara King,L1,2020-07-16,2024-03-14,MGR-BU-01-06,Toronto
EMP-0877,BU-01,Ash King,L2,2021-06-17,2024-08-04,MGR-BU-01-05,London
EMP-0878,BU-01,Bay King,L1,2021-04-17,2024-05-19,MGR-BU-01-11,London
EMP-0879,BU-01,Cedar King,L5,2023-02-16,2024-01-16,MGR-BU-01-05,Singapore
EMP-0880,BU-01,Devon King,L2,2022-01-25,2024-06-28,MGR-BU-01-14,Dublin
EMP-0881,BU-01,Alex Scott,L5,2021-01-30,2025-03-11,MGR-BU-01-16,Singapore
EMP-0882,BU-01,Jordan Scott,L3,2023-02-16,,MGR-BU-01-03,Singapore
EMP-0883,BU-01,Morgan Scott,L4,2022-06-02,2024-08-04,MGR-BU-01-17,Chicago
EMP-0884,BU-01,Taylor Scott,L3,2023-01-22,2023-07-08,MGR-BU-01-20,Frankfurt
EMP-0885,BU-01,Casey Scott,L1,2019-04-02,2024-07-08,MGR-BU-01-10,Singapore
EMP-0886,BU-01,Riley Scott,L1,2019-12-09,,MGR-BU-01-17,Chicago
EMP-0887,BU-01,Avery Scott,L1,2021-01-26,2024-07-09,MGR-BU-01-01,New York
EMP-0888,BU-01,Quinn Scott,L1,2022-05-10,2023-10-27,MGR-BU-01-01,Frankfurt
EMP-0889,BU-01,Skylar Scott,L2,2022-04-27,2023-02-27,MGR-BU-01-10,London
EMP-0890,BU-01,Peyton Scott,L5,2019-02-09,,MGR-BU-01-16,Chicago
EMP-0891,BU-01,Drew Scott,L3,2019-04-20,2024-01-24,MGR-BU-01-20,London
EMP-0892,BU-01,Reese Scott,L3,2020-09-15,,MGR-BU-01-12,Amsterdam
EMP-0893,BU-01,Blake Scott,L2,2021-02-12,,MGR-BU-01-17,Frankfurt
EMP-0894,BU-01,Cameron Scott,L1,2023-01-30,2024-10-12,MGR-BU-01-07,Toronto
EMP-0895,BU-01,Logan Scott,L2,2021-07-02,2024-11-28,MGR-BU-01-01,London
EMP-0896,BU-01,Harper Scott,L3,2022-12-30,2024-05-05,MGR-BU-01-04,New York
EMP-0897,BU-01,Emerson Scott,L2,2020-10-08,,MGR-BU-01-01,New York
EMP-0898,BU-01,Finley Scott,L2,2021-09-12,2024-05-19,MGR-BU-01-13,Amsterdam
EMP-0899,BU-01,Rowan Scott,L2,2020-04-17,,MGR-BU-01-12,Singapore
EMP-0900,BU-01,Sasha Scott,L4,2023-09-16,2024-09-25,MGR-BU-01-20,Tokyo
EMP-0901,BU-01,Dakota Scott,L2,2021-05-24,,MGR-BU-01-03,New York
EMP-0902,BU-01,Jamie Scott,L2,2019-04-12,2024-05-20,MGR-BU-01-09,Singapore
EMP-0903,BU-01,Kendall Scott,L3,2021-02-17,2023-02-16,MGR-BU-01-07,New York
EMP-0904,BU-01,Lee Scott,L1,2019-05-17,,MGR-BU-01-02,Frankfurt
EMP-0905,BU-01,Micah Scott,L1,2020-11-27,,MGR-BU-01-03,Tokyo
EMP-0906,BU-01,Noel Scott,L3,2019-04-22,2025-01-19,MGR-BU-01-16,Toronto
EMP-0907,BU-01,Parker Scott,L1,2022-05-15,2024-09-06,MGR-BU-01-04,Amsterdam
EMP-0908,BU-01,Robin Scott,L1,2023-04-10,2025-02-10,MGR-BU-01-16,Chicago
EMP-0909,BU-01,Sam Scott,L2,2023-09-12,2024-07-28,MGR-BU-01-16,Amsterdam
EMP-0910,BU-01,Tatum Scott,L3,2022-03-10,2023-11-02,MGR-BU-01-05,Dublin
EMP-0911,BU-01,Uma Scott,L4,2021-10-28,2025-03-06,MGR-BU-01-18,Sydney
EMP-0912,BU-01,Val Scott,L5,2022-10-11,2023-05-31,MGR-BU-01-10,Singapore
EMP-0913,BU-01,Wren Scott,L2,2023-08-19,2024-12-09,MGR-BU-01-10,Chicago
EMP-0914,BU-01,Xander Scott,L3,2022-02-01,2024-06-08,MGR-BU-01-12,Dublin
EMP-0915,BU-01,Yael Scott,L3,2019-12-04,,MGR-BU-01-06,London
EMP-0916,BU-01,Zara Scott,L1,2020-03-26,2024-08-02,MGR-BU-01-17,London
EMP-0917,BU-01,Ash Scott,L3,2023-04-07,,MGR-BU-01-10,Toronto
EMP-0918,BU-01,Bay Scott,L3,2019-12-23,2025-01-27,MGR-BU-01-18,Amsterdam
EMP-0919,BU-01,Cedar Scott,L1,2021-11-21,2024-07-29,MGR-BU-01-11,London
EMP-0920,BU-01,Devon Scott,L2,2023-07-28,2025-02-20,MGR-BU-01-05,Frankfurt
EMP-0921,BU-01,Alex Green,L3,2022-01-23,2024-07-19,MGR-BU-01-19,Frankfurt
EMP-0922,BU-01,Jordan Green,L3,2021-01-28,,MGR-BU-01-14,Dublin
EMP-0923,BU-01,Morgan Green,L3,2022-11-28,2024-07-25,MGR-BU-01-07,Dublin
EMP-0924,BU-01,Taylor Green,L2,2023-02-28,2024-11-04,MGR-BU-01-07,Sydney
EMP-0925,BU-01,Casey Green,L1,2022-03-11,2024-12-09,MGR-BU-01-13,Chicago
EMP-0926,BU-01,Riley Green,L1,2023-09-29,2024-09-08,MGR-BU-01-18,Dublin
EMP-0927,BU-01,Avery Green,L3,2023-09-13,2025-02-06,MGR-BU-01-04,Amsterdam
EMP-0928,BU-01,Quinn Green,L5,2020-11-06,2024-09-02,MGR-BU-01-01,Sydney
EMP-0929,BU-01,Skylar Green,L2,2022-05-06,2024-09-13,MGR-BU-01-20,London
EMP-0930,BU-01,Peyton Green,L3,2021-06-18,2025-02-10,MGR-BU-01-19,Sydney
EMP-0931,BU-01,Drew Green,L3,2021-01-31,2024-06-13,MGR-BU-01-14,Tokyo
EMP-0932,BU-01,Reese Green,L2,2019-04-09,,MGR-BU-01-03,Singapore
EMP-0933,BU-01,Blake Green,L3,2023-02-06,2025-02-14,MGR-BU-01-05,Tokyo
EMP-0934,BU-01,Cameron Green,L3,2020-09-02,,MGR-BU-01-01,Dublin
EMP-0935,BU-01,Logan Green,L1,2019-05-09,,MGR-BU-01-15,London
EMP-0936,BU-01,Harper Green,L3,2022-06-11,2023-11-25,MGR-BU-01-18,New York
EMP-0937,BU-01,Emerson Green,L3,2019-10-17,2024-02-16,MGR-BU-01-10,Tokyo
EMP-0938,BU-01,Finley Green,L4,2022-02-22,2023-12-05,MGR-BU-01-09,Sydney
EMP-0939,BU-01,Rowan Green,L3,2022-07-24,2024-08-13,MGR-BU-01-15,London
EMP-0940,BU-01,Sasha Green,L1,2020-08-16,2025-01-13,MGR-BU-01-11,Sydney
EMP-0941,BU-01,Dakota Green,L2,2023-02-10,2023-06-14,MGR-BU-01-13,Singapore
EMP-0942,BU-01,Jamie Green,L4,2021-09-09,,MGR-BU-01-13,Amsterdam
EMP-0943,BU-01,Kendall Green,L4,2023-06-13,2024-04-21,MGR-BU-01-18,Frankfurt
EMP-0944,BU-01,Lee Green,L2,2022-06-16,2024-08-03,MGR-BU-01-14,Chicago
EMP-0945,BU-01,Micah Green,L1,2022-12-18,2023-10-29,MGR-BU-01-11,Dublin
EMP-0946,BU-01,Noel Green,L5,2019-08-01,,MGR-BU-01-09,Dublin
EMP-0947,BU-01,Parker Green,L3,2020-04-20,,MGR-BU-01-12,Tokyo
EMP-0948,BU-01,Robin Green,L1,2021-08-17,2025-03-25,MGR-BU-01-05,London
EMP-0949,BU-01,Sam Green,L2,2019-01-19,2024-10-22,MGR-BU-01-07,Frankfurt
EMP-0950,BU-01,Tatum Green,L2,2020-12-06,2024-04-03,MGR-BU-01-12,Amsterdam
EMP-0951,BU-01,Uma Green,L1,2022-11-12,,MGR-BU-01-18,Chicago
EMP-0952,BU-01,Val Green,L2,2019-07-31,2024-05-08,MGR-BU-01-01,Toronto
EMP-0953,BU-01,Wren Green,L2,2020-02-29,2024-12-11,MGR-BU-01-19,Dublin
EMP-0954,BU-01,Xander Green,L3,2020-06-20,2024-04-14,MGR-BU-01-13,New York
EMP-0955,BU-01,Yael Green,L5,2023-08-04,2024-04-11,MGR-BU-01-13,Amsterdam
EMP-0956,BU-01,Zara Green,L5,2019-04-21,2024-02-02,MGR-BU-01-01,New York
EMP-0957,BU-01,Ash Green,L2,2019-12-30,2024-04-29,MGR-BU-01-10,Amsterdam
EMP-0958,BU-01,Bay Green,L2,2023-09-22,2024-08-05,MGR-BU-01-15,Amsterdam
EMP-0959,BU-01,Cedar Green,L3,2019-12-28,2024-05-04,MGR-BU-01-08,Chicago
EMP-0960,BU-01,Devon Green,L5,2022-04-13,2024-09-23,MGR-BU-01-17,Frankfurt
EMP-0961,BU-01,Alex Baker,L3,2021-05-13,,MGR-BU-01-09,Frankfurt
EMP-0962,BU-01,Jordan Baker,L2,2021-12-22,2024-08-28,MGR-BU-01-12,Dublin
EMP-0963,BU-01,Morgan Baker,L5,2021-09-19,2025-01-26,MGR-BU-01-19,Singapore
EMP-0964,BU-01,Taylor Baker,L2,2021-01-27,,MGR-BU-01-07,Amsterdam
EMP-0965,BU-01,Casey Baker,L3,2019-10-10,2024-04-30,MGR-BU-01-11,Toronto
EMP-0966,BU-01,Riley Baker,L3,2020-03-12,2024-06-12,MGR-BU-01-07,Amsterdam
EMP-0967,BU-01,Avery Baker,L2,2022-10-07,2025-01-13,MGR-BU-01-06,Sydney
EMP-0968,BU-01,Quinn Baker,L4,2023-09-29,2025-03-28,MGR-BU-01-11,Toronto
EMP-0969,BU-01,Skylar Baker,L4,2023-02-21,2024-08-13,MGR-BU-01-05,Amsterdam
EMP-0970,BU-01,Peyton Baker,L2,2020-02-26,2024-12-29,MGR-BU-01-09,Dublin
EMP-0971,BU-01,Drew Baker,L3,2021-10-15,2025-02-22,MGR-BU-01-08,New York
EMP-0972,BU-01,Reese Baker,L3,2020-09-10,2024-11-09,MGR-BU-01-01,Sydney
EMP-0973,BU-01,Blake Baker,L4,2020-03-24,,MGR-BU-01-10,Toronto
EMP-0974,BU-01,Cameron Baker,L5,2021-07-20,2024-12-05,MGR-BU-01-06,Toronto
EMP-0975,BU-01,Logan Baker,L5,2023-03-02,2024-12-14,MGR-BU-01-20,Frankfurt
EMP-0976,BU-01,Harper Baker,L3,2019-07-09,2025-03-01,MGR-BU-01-16,Dublin
EMP-0977,BU-01,Emerson Baker,L3,2022-12-09,,MGR-BU-01-17,Amsterdam
EMP-0978,BU-01,Finley Baker,L4,2021-04-13,2024-10-10,MGR-BU-01-17,London
EMP-0979,BU-01,Rowan Baker,L3,2020-12-04,,MGR-BU-01-08,Tokyo
EMP-0980,BU-01,Sasha Baker,L1,2020-07-12,2024-09-05,MGR-BU-01-03,Chicago
EMP-0981,BU-01,Dakota Baker,L2,2019-10-11,,MGR-BU-01-10,New York
EMP-0982,BU-01,Jamie Baker,L2,2023-09-05,2025-03-23,MGR-BU-01-01,London
EMP-0983,BU-01,Kendall Baker,L4,2020-05-28,2024-11-15,MGR-BU-01-13,Singapore
EMP-0984,BU-01,Lee Baker,L1,2020-12-10,2024-12-16,MGR-BU-01-05,Chicago
EMP-0985,BU-01,Micah Baker,L3,2019-07-14,2024-08-03,MGR-BU-01-11,Dublin
EMP-0986,BU-01,Noel Baker,L2,2022-09-08,2024-09-10,MGR-BU-01-14,Frankfurt
EMP-0987,BU-01,Parker Baker,L5,2021-06-23,2024-09-01,MGR-BU-01-04,London
EMP-0988,BU-01,Robin Baker,L4,2022-08-06,,MGR-BU-01-18,Toronto
EMP-0989,BU-01,Sam Baker,L3,2022-06-02,2024-10-19,MGR-BU-01-07,Singapore
EMP-0990,BU-01,Tatum Baker,L2,2023-07-27,2024-07-16,MGR-BU-01-16,Sydney
EMP-0991,BU-01,Uma Baker,L3,2019-05-11,,MGR-BU-01-09,Sydney
EMP-0992,BU-01,Val Baker,L3,2021-04-11,,MGR-BU-01-15,New York
EMP-0993,BU-01,Wren Baker,L5,2019-07-15,2025-02-24,MGR-BU-01-04,Chicago
EMP-0994,BU-01,Xander Baker,L4,2019-11-24,,MGR-BU-01-01,Frankfurt
EMP-0995,BU-01,Yael Baker,L2,2021-01-25,,MGR-BU-01-17,London
EMP-0996,BU-01,Zara Baker,L1,2020-02-20,,MGR-BU-01-05,Chicago
EMP-0997,BU-01,Ash Baker,L2,2019-07-14,,MGR-BU-01-09,Sydney
EMP-0998,BU-01,Bay Baker,L2,2023-02-02,2024-08-19,MGR-BU-01-17,Amsterdam
EMP-0999,BU-01,Cedar Baker,L4,2023-01-08,2024-02-29,MGR-BU-01-02,Toronto
